,rmse_all_exp,rmse_all_exp_sem,rmse_current_exp,rmse_current_exp_sem,information_gain
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,0.05666465249703521,0.003371059461996239,0.04997762559390133,0.0036425857060231317,
7,0.04277870469234515,0.0033431374760232147,0.034903228746399645,0.0032845843603392893,
8,0.04195873337876751,0.003360301309810127,0.034191197556787296,0.0033082619920685383,
9,0.042386012013092035,0.0033916068638942206,0.03453474433633511,0.0033479323122591496,
10,0.04160965449329836,0.0033761994239570104,0.032963417445375925,0.00323581727271352,
11,0.042090916989000776,0.003365008838183111,0.03318980564303521,0.0032244501505802243,
12,0.04466917865556432,0.003372012957526481,0.03546778738446981,0.0031917900898964227,
13,0.043835561991196856,0.0034308444139728943,0.034741837261183774,0.003213820028819837,
14,0.04382558502007252,0.0034279234937997136,0.034815527252514945,0.0032072079234094237,
15,0.04981581252688681,0.0034790986263997193,0.0443609429151262,0.0036456349195916637,
16,0.049183808584131745,0.0034938120775202764,0.04332611189317433,0.003610724402224008,
17,0.049236973761047485,0.00348834786076156,0.043449714516748957,0.0036261071345560472,
18,0.048405774545797135,0.0033892150755419174,0.04219943742582971,0.0035374534096114223,
19,0.04318308453826706,0.0034255532097663805,0.03208116293039507,0.003033702851757609,
20,0.03922973393643527,0.0034368550454801547,0.028254472036287424,0.0030258518961785593,
21,0.039076101350748974,0.00342117473831303,0.02810308393056455,0.003004070514560987,
22,0.04377949868123101,0.0031604133977349734,0.030950238853903873,0.0027023037561959198,
23,0.03799198711133792,0.0031571686182783505,0.02540785269031144,0.0024731133351083524,
24,0.037913148393349895,0.003176934030771378,0.025332597064392927,0.0024951739049541414,
25,0.037837905883847535,0.003199119464195009,0.02524605999182536,0.0025351168429119096,
26,0.037707703833479836,0.0031972764772188592,0.02514756353219587,0.002533467290445473,
27,0.03767037939044322,0.00320954655342572,0.02531525446910346,0.002580035136106122,
28,0.03767332851944964,0.003218560802301718,0.025331793269744624,0.002585345609483141,
29,0.03760354658446072,0.003216920547958223,0.025299525630048374,0.00258368597895018,
30,0.037698269607262185,0.0031854639157693153,0.025330124609401844,0.0025512509069487575,
31,0.03750950018371056,0.003229594322341789,0.024255749100747022,0.0024229955198298734,
32,0.03755253375820037,0.0032180599429049357,0.024197474735519676,0.002410635317048827,
33,0.03756159463264928,0.0032240869569339185,0.02415985663916704,0.0024209678069621082,
34,0.03738983243382774,0.003243707244696642,0.023992002897672022,0.0024359506385151467,
35,0.03743935199967287,0.0032387217127302784,0.024039354577255704,0.0024363908722921414,
36,0.03727150239680925,0.003251247074975134,0.02376705132877054,0.0024410708052211025,
37,0.0371794700483847,0.0032623199552971904,0.023635396840418706,0.002441554792994142,
38,0.037184200249978795,0.003264578622228595,0.02364067533700327,0.002444671913808294,
