,rmse_100x_0,rmse_100x_1,rmse_100x_2,rmse_100x_3,rmse_100x_4,rmse_100x_5,rmse_100x_6,rmse_100x_7,rmse_100x_8,rmse_100x_9,rmse_100x_10,rmse_100x_11,rmse_100x_12,rmse_100x_13,rmse_100x_14,rmse_100x_15,rmse_100x_16,rmse_100x_17,rmse_100x_18,rmse_100x_19,rmse_100x_20,rmse_100x_21,rmse_100x_22,rmse_100x_23,rmse_100x_24,rmse_100x_25,rmse_100x_26,rmse_100x_27,rmse_100x_28,rmse_100x_29,rmse_100x_30,rmse_100x_31,rmse_100x_32,rmse_100x_33,rmse_100x_34,rmse_100x_35,rmse_100x_36,rmse_100x_37,rmse_100x_38,rmse_100x_39,rmse_100x_40,rmse_100x_41,rmse_100x_42,rmse_100x_43,rmse_100x_44,rmse_100x_45,rmse_100x_46,rmse_100x_47,rmse_100x_48,rmse_100x_49,rmse_100x_50,rmse_100x_51,rmse_100x_52,rmse_100x_53,rmse_100x_54,rmse_100x_55,rmse_100x_56,rmse_100x_57,rmse_100x_58,rmse_100x_59,rmse_100x_60,rmse_100x_61,rmse_100x_62,rmse_100x_63,rmse_100x_64,rmse_100x_65,rmse_100x_66,rmse_100x_67,rmse_100x_68,rmse_100x_69,rmse_100x_70,rmse_100x_71,rmse_100x_72,rmse_100x_73,rmse_100x_74,rmse_100x_75,rmse_100x_76,rmse_100x_77,rmse_100x_78,rmse_100x_79,rmse_100x_80,rmse_100x_81,rmse_100x_82,rmse_100x_83,rmse_100x_84,rmse_100x_85,rmse_100x_86,rmse_100x_87,rmse_100x_88,rmse_100x_89,rmse_100x_90,rmse_100x_91,rmse_100x_92,rmse_100x_93,rmse_100x_94,rmse_100x_95,rmse_100x_96,rmse_100x_97,rmse_100x_98,rmse_100x_99
6,0.030249571946782922,0.026703628349110248,0.018385093277170028,0.03780197311868455,0.023163144932525404,0.012124586785812968,0.01588672562015129,0.03756095125382743,0.02309250949363045,0.040750473295057175,0.015796597898055407,0.02479525160492893,0.03024719620795534,0.01839199872119732,0.027027683677310232,0.026991651302370436,0.015866045781095416,0.012119462129800944,0.024855658655246412,0.0375689582891149,0.01584684649358175,0.02302585841035178,0.027034752005304412,0.012144505972157306,0.02349390801883665,0.030184123386420788,0.027087329220256515,0.015833674247979344,0.039635888248339655,0.02474061228825215,0.02358696152466838,0.040896628805947174,0.02315241200799016,0.02313205170527099,0.03957212829759503,0.0302298385953051,0.039546186120265975,0.015830968870865082,0.02707159657088122,0.026675304516612302,0.0270259582976916,0.03960271028381447,0.030156355445234224,0.040757801533410416,0.03762747327508216,0.04082701874328373,0.02303274064586106,0.03896189855086801,0.026844948311565114,0.03961393667398764,0.03961680005356538,0.02678861133166754,0.027128756597112582,0.012115794706453296,0.03023792944793105,0.015821322029881728,0.02680129216326713,0.03884008496317873,0.012142122504589159,0.01587817189914756,0.027037942556756636,0.040797557443122204,0.01595810143672795,0.02697430624052074,0.04082321830558935,0.026986201393117665,0.039597435595882725,0.04073666648101099,0.026562792819019135,0.012122267109797644,0.015844912434389465,0.026630914497738065,0.015880191042756907,0.022223632743951307,0.026930122606409774,0.023105965387015256,0.03953645929922733,0.0158820878004139,0.02311864836162698,0.02230042614146366,0.03752336293842942,0.023264991140338604,0.03960674798063033,0.02332610377093651,0.0229629666606505,0.015874187014229033,0.02340155397371127,0.030198209209044678,0.0395490276092545,0.030209365537210923,0.023361511534160197,0.03023164499358338,0.022316088236254757,0.03751829223144491,0.02490111307688801,0.012156623205158453,0.022880219680869892,0.026657205897580548,0.026749996329099576,0.024810936881911733
7,0.08035789293034988,0.07454237084643693,0.0386490756153408,0.026870168562221398,0.0989373353167896,0.017114801072089285,0.03998899767278401,0.027529919493793426,0.033982733366496896,0.02354458810951427,0.079980676726056,0.02936385684255913,0.07988818873569774,0.03576983250198496,0.014517738988221587,0.10505774801836484,0.11194895593764982,0.014652280876774733,0.08866738757790703,0.023825494313202498,0.03862762177309095,0.07462862872587304,0.09908853683250671,0.080071718714169,0.017153067889835748,0.10508894928985804,0.10472282500591769,0.02827938880621255,0.10510043218644087,0.03399155604391976,0.08885798103116957,0.09907791956461698,0.03398656610915707,0.07992709934524637,0.09557147027399684,0.07989409031135282,0.023663700674672983,0.02391505111124385,0.02695101841985617,0.03575961359183251,0.04005393198156684,0.08163951076056343,0.10506216679755491,0.027577185557942935,0.0954498589675137,0.03577718808866511,0.028190813934501315,0.07994440230106004,0.09545279750612622,0.027554933707350834,0.07984681653709007,0.08030198763753692,0.09533881162350095,0.08029057756670391,0.08098560992109202,0.09876668900688086,0.03323711919925931,0.08018927495760654,0.014331820204835007,0.026818185793333664,0.08035142875499056,0.10442706680423737,0.028161027872837897,0.10462193229406039,0.014514794345815136,0.03574125068108122,0.08150188687397547,0.02045577959342747,0.03406202561383266,0.08035568275036338,0.09892791117694419,0.02689465517658721,0.08875864904226058,0.028026982151631272,0.09538759108597396,0.028111757184255806,0.04005852586235652,0.08027993402785133,0.09527118111021152,0.08864716858827662,0.09912847344102411,0.028280555810632723,0.017121620999149084,0.07983070006150354,0.10504159287263638,0.02380490380305717,0.10505658803300956,0.01445317254244901,0.026862302555021367,0.08028944542136357,0.026789177220792455,0.08860726654362513,0.09893299589153902,0.029430874416592184,0.038686428298488965,0.02819833414560313,0.08881527636781163,0.09528739446378565,0.02940279786869512,0.03394700309131526
8,0.022524978828141518,0.10073720593751773,0.03319292922169341,0.08173980302339702,0.02515370421329564,0.08166412089404834,0.08026262788409887,0.08059440394855343,0.0801915676928602,0.08045352279028477,0.022354206064449152,0.02042548534919962,0.0938862026681016,0.08878713332057737,0.032866695936581224,0.08017732898055087,0.10080642680426376,0.01919191045938312,0.10073918708602798,0.080173936802942,0.10067539758423294,0.03322348281555865,0.0805759846786028,0.025019754350521395,0.08035513004331532,0.017093173278736724,0.09392609292809877,0.022483418005319594,0.10471571239165596,0.08034651875074568,0.016794076675309726,0.10071022234048961,0.032750928660651636,0.0330006197920035,0.0282838758403921,0.028308893188312156,0.03325369611892731,0.021076488590687354,0.01681722199834267,0.03590599775742862,0.033065629468247384,0.02488910015046467,0.024961034026079163,0.025248244376926066,0.08165159986484026,0.08024744593899694,0.031015079384197158,0.08060631914275064,0.017077240647198302,0.012959878153230306,0.012959795392933883,0.11497634150868302,0.08043903652366077,0.10063953096077845,0.028274146345090297,0.02238583499762071,0.10069321848582266,0.08169419861765019,0.08012542484714842,0.02254727425758527,0.10076846006705324,0.03575044148336551,0.09717812580621644,0.028268599122299315,0.08053413980615778,0.11476799231724576,0.0805438989738543,0.01291807317419309,0.03310088854564774,0.08044500511461647,0.08046331687778617,0.08860650177429134,0.03274485442139978,0.031035777122401687,0.03588943387313997,0.025007123103448214,0.017065981181839024,0.10070458120498062,0.033056551499093534,0.08037809712683532,0.01927969356612734,0.021063787889496918,0.08039059302382726,0.012943563243226895,0.10380874054504968,0.11485376212276212,0.020396353602675468,0.017149221794233917,0.02830677729652959,0.02247521697634023,0.025246796363911028,0.02102055224656178,0.033196394255787055,0.024901288283529947,0.08072173965790794,0.09735191230086795,0.08061268685254572,0.022451229857905392,0.029756780167489054,0.10062208239305478
9,0.047373856136688534,0.03706157907454647,0.03600379403084326,0.03927052303194188,0.03916453373449337,0.07678324606675878,0.011678380959384315,0.03915101151868409,0.07695069389435556,0.03698338575452168,0.03979640465231601,0.036936073297495875,0.022328812780529204,0.09866677428202476,0.09868312981332515,0.037384661710492074,0.076866292454005,0.028843411569624132,0.09865648940521021,0.0390922690856689,0.03599987980507623,0.04273459512125754,0.029438027545382477,0.028096481010292367,0.031531689753090036,0.04729567423163413,0.0314966204792308,0.011563416741330088,0.08035101066057668,0.03145312270412786,0.04480832147811808,0.043046483424139664,0.02222759511484655,0.04468147357840279,0.006990221948366585,0.03927739386863096,0.019201606902904005,0.043248682520620814,0.02820273958837808,0.08028391756436846,0.025474832662229767,0.03286360966486193,0.01115551713607842,0.04302102378824807,0.07667424043496171,0.011143063357534065,0.13726188957411942,0.03313234739421799,0.08332439967504889,0.07653669797246906,0.023638159681772738,0.039861727648742656,0.08582055881382815,0.04560631314627614,0.04469429208495071,0.019151691376833237,0.0359911643141604,0.011361200726883949,0.011429137172335173,0.04162868326557852,0.09593279151752226,0.13736121951367092,0.03282565317803365,0.022310104672223604,0.08350861839077812,0.014718725723443606,0.08336167203864754,0.08294130827181405,0.137337866125856,0.03972625247924181,0.028236012955689272,0.031459638623434386,0.037241991645900786,0.014761062797024866,0.023609200435705947,0.030848672421733364,0.022287444464771624,0.029622268006914688,0.0830235577855528,0.022247645483063714,0.02808382125029428,0.031477818775894825,0.02822083105836185,0.02870914533355084,0.011887750174721427,0.137153152146336,0.036961699163022575,0.011127277076944334,0.01124676789945901,0.0191778126798696,0.04459466562246869,0.030844961504203468,0.03171157957233329,0.01112572030194518,0.04008758103136143,0.045250178103480906,0.02228080614761174,0.09617724014040938,0.03920519958349628,0.07709625429214405
10,0.03127309819416182,0.04567242106954952,0.04547401238507236,0.05311032866654443,0.044286442766146385,0.0463921713734424,0.005085653119024811,0.06119417217527958,0.014792314470422865,0.04160377232927873,0.07718947510982167,0.03127493165260816,0.09130359417960898,0.013911864407232572,0.053322028642305674,0.03551249622149315,0.014751974764117423,0.012174261271537026,0.07124034441858014,0.02088361220421193,0.05683634604978758,0.026958919783794166,0.04327914742505354,0.07744451837744615,0.01992754438625475,0.010861732004572803,0.04631073773233664,0.052195672524392306,0.05685508370643001,0.05326352550977989,0.06962708503712894,0.0554091431330394,0.0779751018728506,0.026915383351792953,0.07916794870739925,0.04332567233209313,0.01475010842329626,0.04638582951610981,0.019677048486239145,0.019211354039608265,0.035368161933409935,0.06894194087554066,0.041598900801619744,0.07892164719145094,0.010784582154290095,0.043333474459952746,0.046395239157475524,0.004792968837649107,0.061686873026237085,0.02699581929858608,0.041624174749535656,0.05732399657037415,0.07748658463963624,0.043052848872520554,0.035416790012539744,0.06907968490922134,0.0030506321749894415,0.027765628381914976,0.08812735044351784,0.0697979666247485,0.011034081244753456,0.07817903521487735,0.05760310623389483,0.03127393113318415,0.0908634624971277,0.03127446987545231,0.026997370912300325,0.044371732995965245,0.11152678988110422,0.03532822262997456,0.05673180300583294,0.07752599258618627,0.04433913141941985,0.07084692284989799,0.0031006452315423473,0.07876172570577233,0.05373943552909992,0.05382340241508165,0.014808491788194898,0.08786465316769389,0.07109719071988077,0.003531719902323811,0.03531812773237907,0.0416370440978407,0.002888552614591558,0.07107884978870746,0.04633090101188175,0.1116708557581942,0.05692066736903463,0.08817745648847669,0.053986605920915705,0.05382364022484203,0.043037725551187435,0.018910716182244543,0.11171962087696333,0.004650337700639802,0.04580947700568601,0.04579044617088651,0.07743751462910403,0.03127902547273578
11,0.05776237405832868,0.027665230004636537,0.04574251522094976,0.04720546239373218,0.018507371552450844,0.014312129322991567,0.08475851886835777,0.03394663570525009,0.04797797357168308,0.043383124685977555,0.028257487567973444,0.05598660625582392,0.07173052064761438,0.03904421690809018,0.012786630010288607,0.038198009283842774,0.0432103947304798,0.06876730110326607,0.05830844757380416,0.03726607901825506,0.05391977172319205,0.09325148348887301,0.01253690423465827,0.033986168252611505,0.039901283609625485,0.038623994877393056,0.0550816260952673,0.022296366837952924,0.05123841454139543,0.05585452605890076,0.022435925537821397,0.043311812561212165,0.04722897732772716,0.05176586410066411,0.03361314402273209,0.04196809358573334,0.05829361643987481,0.04745802145679796,0.055194241794958646,0.05274460832515503,0.045232284387636566,0.0460674668022106,0.04627919837766223,0.02827758589249353,0.04877410356050497,0.052489193244319686,0.04726613016802938,0.05025272617638533,0.010339366372408875,0.05198325918747073,0.06328768965630568,0.056677267556580556,0.05044364380381139,0.09331776647170335,0.03618537055084221,0.05259041868660637,0.03292546722391865,0.03283325122742509,0.03208222461422028,0.0206559029334596,0.033514993757990906,0.07104303316390559,0.06367947095769344,0.07276857052207493,0.05595296101681961,0.03826277631923614,0.017805909697492756,0.03827799903270497,0.043811771460405255,0.042109408448856404,0.04713083552623375,0.07973230462364574,0.010171714175358452,0.040788575027071027,0.04582517813832471,0.03703799057225709,0.06312409419584156,0.04028015616305015,0.02225451901773892,0.02222236390331215,0.045945253748689734,0.02223093282822886,0.05028771205640924,0.047962601707913693,0.05051148093214166,0.033665532258464526,0.01800025927966408,0.04590044708545498,0.04473453599198641,0.03964906561106218,0.04726359678551928,0.04720462963035987,0.03787979883705849,0.021852708257295482,0.05513811892598217,0.04607752867204234,0.036614246014893055,0.05786536825517507,0.047324443532319176,0.01735764679781266
12,0.029001031932646738,0.03295942257316963,0.02539817884543765,0.052356303381116756,0.10535213726278117,0.0403229365002129,0.029636738777975888,0.037169019378802085,0.03088827055350952,0.04096613384612963,0.041216942185027625,0.036730666293979426,0.044552094458619955,0.010786790480311038,0.0224099273608191,0.02980686210537796,0.04696766630822598,0.10798226146538455,0.05457690421382252,0.01623204638321711,0.028645350598473666,0.04749995685708912,0.04282892078355589,0.03956835761377063,0.05468673385291547,0.05274423558477505,0.05348164987905788,0.040736100805042204,0.029583695199843885,0.03532518155709837,0.027938853803553102,0.02893308290208556,0.059733970327159165,0.048567821968040374,0.024312792708089885,0.040163854946515344,0.04414462583566023,0.02197918919364404,0.056899906207876244,0.036660936794694496,0.047539167371655165,0.021982004087460223,0.034009530796684395,0.047584610004813566,0.03163652225843317,0.040337165683830035,0.038294627010100876,0.022393688650470832,0.03743240218183181,0.040890349164898414,0.044700530091197295,0.04756626407277276,0.03749160483085004,0.06138963266173869,0.04819305783002144,0.061182101231319466,0.033173206302114774,0.03988176154422972,0.01002693728838273,0.038358027005519255,0.037578453535681525,0.057106165483196115,0.03533190035190094,0.05899414131260804,0.043703751595755194,0.03329946782061255,0.04010974529671144,0.03133841918465174,0.02031194108615255,0.0371574355205115,0.053263683908028506,0.04575361579004772,0.035951350170968004,0.05591779327209629,0.02243176056705473,0.04710081946021719,0.05715282415162936,0.05972449730008685,0.032385600291416204,0.031477647333686826,0.03755271071903285,0.037508385527676394,0.038513966866151265,0.037505316686512184,0.06327586486262558,0.03536457037397622,0.044932790822568756,0.035325389214369014,0.06097344369308216,0.04809511788695628,0.059775196215726606,0.03583656680492052,0.060792101849513,0.029832167741361194,0.051182995629681524,0.025091727950292395,0.04018288351169137,0.03379792530538526,0.05116962343953018,0.0283518075349961
13,0.036122491903177595,0.010850576552381135,0.03318971702032891,0.04113798850729345,0.036077150226426165,0.02580997283411702,0.033051228100140044,0.021340876459474852,0.03804143344691202,0.04476040720143408,0.026551932471216587,0.025078881121762393,0.034284189323199196,0.036307186411019335,0.03333014202255012,0.022095626547143064,0.02581548215200027,0.04702986941480648,0.032610136101621744,0.03305526443977776,0.04137643664800215,0.01981269749093351,0.04700731708692476,0.014251757155730044,0.03124269509713065,0.03947460743625907,0.03620381442719699,0.04270879744165427,0.019862284337413178,0.04408484537707895,0.043187929668133576,0.0386230301969684,0.04825657859055096,0.048380909614333584,0.030768476608603233,0.04328048839320665,0.04706065581966926,0.03986026924069391,0.04123227775874783,0.04690484905983962,0.0437513066049167,0.032373031981958816,0.011228868983495748,0.03317370896357298,0.03871409879715285,0.05300739527910874,0.0486765869768759,0.03223351135104599,0.031493423918694446,0.05820407966406498,0.023861560906055398,0.03438647184619015,0.050054821091048515,0.036299538455793326,0.03101360916071922,0.02854122342120571,0.0471988449080098,0.029748060194594594,0.04410248677774116,0.04417274232444017,0.04284315214693652,0.03302984748500994,0.04832161048226175,0.03876540986140131,0.05970067761739944,0.042733419385776364,0.06309928835575812,0.04140979221774493,0.0535175813217538,0.059750613810030044,0.060778371959939285,0.035307602144797175,0.014382841566484745,0.0475090775605256,0.03000342652021935,0.06203487211018848,0.023063903473397505,0.04835830835626891,0.009624618388134441,0.04099136143685284,0.0142290568284686,0.04628044921339531,0.019706993805558,0.04573382999361297,0.029799401172204452,0.042689732718824945,0.03752609087939299,0.04635777934876798,0.019668049611542133,0.032663521735299204,0.01756000712063044,0.030243214517024275,0.05684770868122594,0.033081133356646975,0.022284913247411782,0.03160221542764418,0.030640290551863063,0.04487926778596513,0.014720234110987964,0.05954806453722299
14,0.03881909129813309,0.04527137953789333,0.03871277300303629,0.02973390371527374,0.04273738447022377,0.024757904381063126,0.04522025891820455,0.03682524466211185,0.04344753065429333,0.03627652403007188,0.04871452281987381,0.02769308187649237,0.02671280535726136,0.044768622255304376,0.04745838023652022,0.036564617386268546,0.04537113183772945,0.03332055573324819,0.01804319543908702,0.02278059228995195,0.041276413334353786,0.030718061758448507,0.03272571232955243,0.016273493775705236,0.04012083854824895,0.029184042763253447,0.028076654012101045,0.029241177072129945,0.0214997594363919,0.04617842695856652,0.024627784557420426,0.03158487955987184,0.035536390409566763,0.051862512161909895,0.023605959322468794,0.022911997902623594,0.05131123526201656,0.0335458176653922,0.038273218559849664,0.04801901357986945,0.020940502067917324,0.03915185920678606,0.04712558323475193,0.014484666395251537,0.018065326012369647,0.01873355980035912,0.04574330499305153,0.04445483471509492,0.03981678498818269,0.039620206674983706,0.04164404088437392,0.05807673098520538,0.06512428467987456,0.044700565885277745,0.036481754187854244,0.039701700781277674,0.01815714074351723,0.031571245258178476,0.03873052855795534,0.02520573893614975,0.019526896857579853,0.03450883270497636,0.03875856542257459,0.02242693775538059,0.015112194249657644,0.014111316854104392,0.02061345854160157,0.014388856117357345,0.03820373861628147,0.0592169979783392,0.05054069507245455,0.03887921661522857,0.02977154354784901,0.03932121332307411,0.04349563935043048,0.04124693015974735,0.0321771356066594,0.04496948963344675,0.04719641756197588,0.04684622214836349,0.01574310331344377,0.027573980455686733,0.03055103851743653,0.047384076590874985,0.04018760929396547,0.027938383885897106,0.03578153559496204,0.041163802890089744,0.03153455228577136,0.03927246114300644,0.050595065266128815,0.04179795907330328,0.028424249977900204,0.0479701183036141,0.04345127462045271,0.036692435203544795,0.03349220118629542,0.014315658693742263,0.021225027203073368,0.03795289487536995
15,0.04638512764281498,0.02031742371135676,0.031473610773083846,0.03710383267935596,0.029404881952746074,0.036332541772078904,0.015626914260404304,0.04848725940178451,0.018082160488552896,0.01719442607887629,0.03857289930534666,0.03264556204055234,0.05262106933011293,0.03627747520722951,0.03096216675136843,0.03549489452743749,0.035624704021365625,0.049636390464415245,0.0515197256978859,0.01900827418690592,0.03671753326014685,0.04568335164416616,0.02985144849100406,0.03367268052087404,0.04740245385087222,0.013004084164354644,0.01780279091821644,0.04127465153100435,0.021426065053124763,0.025329992445446103,0.023387748703870795,0.022209614118780564,0.041791966849914174,0.03154621721472791,0.04447624949597993,0.04842701340135466,0.04666550260147092,0.022551361235947524,0.035260500767894415,0.040301947773864734,0.046195090724901654,0.04845415499812388,0.034547584290092276,0.03787763691079298,0.03181659781589807,0.03464571362555665,0.03464506905032262,0.04145757375491187,0.02760757426217613,0.04581563578560317,0.0253850756079082,0.03563462346175804,0.033070028447243105,0.015642001672855732,0.0485098376794513,0.013420534544134173,0.049497335638804346,0.0418604358303932,0.03898553731991455,0.04393073779620518,0.029386595896954935,0.04240116587551354,0.03633386490590167,0.05344012509119475,0.02316244527601616,0.04875302123974412,0.04878083482428307,0.02752412015992505,0.03416816969253694,0.03854187232752608,0.04509349489517437,0.048854971650858975,0.045120768328957186,0.044331325911599107,0.017387899685359354,0.02328954199596976,0.043411021901955366,0.03166869872426467,0.03178964914933442,0.021492096037719,0.029902576076923683,0.045044341454276465,0.04044390753698157,0.040784645912849096,0.03265539295251355,0.007886926049214508,0.04986726387862122,0.032697193029991745,0.04315105413356263,0.0598169289974852,0.030003997121348564,0.022183635008964902,0.03759308767142413,0.030076060067297634,0.04746894531723497,0.05329805631959778,0.04609930894578685,0.04157452193214142,0.010292391062379308,0.03301347592594927
