FileName,Average_Growth_Rate_nm_per_cycle,Average_RMSE, Lin_GPC_nm
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.005430717044234,0.12384666666666627,0.12887373566838078
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.145870895093062,0.11632666666666674,0.12238401291112956
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.34849062450884,0.1264666666666661,0.1324961470454112
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.5071101419833335,0.11297999999999889,0.11758794421915691
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.564153167661852,0.13899333333333364,0.14557945372466208
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.424195235506821,0.10812666666666738,0.11454359974719049
250812_TDMAT_Campaign0012_05_Sweep4.txt,5.187772581752719,0.14676666666666732,0.15299415276130737
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.915361866227748,0.09338666666666692,0.09687445094474371
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.728859407248465,0.14756666666666737,0.1549569618935177
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.5691153069500805,0.07485999999999914,0.0793531538627553
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.458499092287792,0.14896666666666647,0.15495570597611646
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.354133578842988,0.04428124999999916,0.04885919553332043
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.281075302628577,0.14361333333333165,0.1504199040820992
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.214902969090269,0.002400000000000091,0.0028191922597489666
250812_TDMAT_Campaign0012_05_Sweep4.txt,4.205854856819064,0.1447333333333347,0.15040999921143547
