FileName,Average_Growth_Rate_nm_per_cycle,Average_RMSE,Lin_GPC_nm,Lin_GPC_Std_Dev
250905_TDMAT_Campaign19_04_Sweep3.txt,3.0878028909554076,0.1818733333333332,0.19916187652290676,0.08234465092868988
250905_TDMAT_Campaign19_04_Sweep3.txt,3.0624368995134965,0.15620000000000023,0.1678666076120585,0.07936724649815775
250905_TDMAT_Campaign19_04_Sweep3.txt,3.042814577107048,0.15739333333333339,0.16930584281639904,0.08315694082240736
250905_TDMAT_Campaign19_04_Sweep3.txt,3.017386594276511,0.17096666666666635,0.18538888850517632,0.08778673789748646
250905_TDMAT_Campaign19_04_Sweep3.txt,2.9476377440444983,0.16250666666666688,0.17528473729261382,0.08698895071043915
250905_TDMAT_Campaign19_04_Sweep3.txt,2.834021950339742,0.19615333333333354,0.215739056901962,0.08450973873553037
250905_TDMAT_Campaign19_04_Sweep3.txt,2.6959948032638157,0.16925999999999988,0.1825048255713436,0.08498448768721291
250905_TDMAT_Campaign19_04_Sweep3.txt,2.5790383919823605,0.18318666666666653,0.19978099696144255,0.08937215981021349
250905_TDMAT_Campaign19_04_Sweep3.txt,2.5213965340106816,0.16160666666666731,0.18081455897476698,0.08677544471012692
250905_TDMAT_Campaign19_04_Sweep3.txt,2.5538920696002836,0.17819333333333323,0.19353558063889756,0.09047617916583349
250905_TDMAT_Campaign19_04_Sweep3.txt,2.6659773048090947,0.1487666666666674,0.15624892331108978,0.08083529514944068
250905_TDMAT_Campaign19_04_Sweep3.txt,2.967386785907785,0.20764666666666662,0.22619311319313024,0.07892680422281259
250905_TDMAT_Campaign19_04_Sweep3.txt,3.538290198363857,0.20323333333333266,0.21759767348051046,0.06896872141717116
250905_TDMAT_Campaign19_04_Sweep3.txt,3.9850366281337246,0.25181999999999977,0.2741312727990406,0.08171785632753091
250905_TDMAT_Campaign19_04_Sweep3.txt,3.764525970801677,0.15886000000000042,0.168272576998619,0.08579982281129427
