FileName,Average_Growth_Rate_nm_per_cycle,Average_RMSE,Lin_GPC_nm,Lin_GPC_Std_Dev
TDMAT_Campaign0009_01_RNG.txt,0.29656090719098127,0.05933333333333334,0.0670436161809202,0.20507577230477045
TDMAT_Campaign0009_01_RNG.txt,0.37909727684772204,0.13084666666666667,0.14325082286643673,0.06643374338974571
TDMAT_Campaign0009_01_RNG.txt,0.49683052566996794,0.05806875,0.06695106412162795,0.046051287219037625
TDMAT_Campaign0009_01_RNG.txt,0.5959918660557184,0.10881249999999998,0.12713989180811672,0.06744947327588921
TDMAT_Campaign0009_01_RNG.txt,0.6991421221724805,0.17743125000000004,0.20011639248772822,0.0936904006698463
TDMAT_Campaign0009_02_GP.txt,0.7683141325467503,0.13272,0.14178984525834498,0.054943579195171406
TDMAT_Campaign0009_02_GP.txt,0.8411850462773339,0.1857666666666667,0.2001348656603172,0.08430779214594515
TDMAT_Campaign0009_02_GP.txt,0.9630096083100882,0.2040733333333333,0.21959378907999305,0.07483245105585278
TDMAT_Campaign0009_02_GP.txt,1.1126260566844963,0.0019133333333333743,0.0020715091554063324,0.010869385213970524
TDMAT_Campaign0009_02_GP.txt,1.1452327141422265,0.0011533333333332506,0.001977281582183586,0.004600950832799606
TDMAT_Campaign0009_02_GP.txt,1.23353845686374,0.2185399999999999,0.23687410722571994,0.06412267476936213
TDMAT_Campaign0009_02_GP.txt,1.5573352456919876,0.19203333333333367,0.20043882627392212,0.06194706647395426
TDMAT_Campaign0009_02_GP.txt,1.8722796332517875,0.15919999999999987,0.18311287850635835,0.03482563198252038
TDMAT_Campaign0009_02_GP.txt,2.157874001793491,0.0795399999999996,0.0860749938929393,0.023951751266292315
TDMAT_Campaign0009_02_GP.txt,2.3648173843372775,0.18596666666666645,0.21079614936287577,0.041224535118590803
TDMAT_Campaign0009_02_GP.txt,2.5653060834672687,0.17921333333333347,0.18898340985290538,0.043260373506214214
TDMAT_Campaign0009_02_GP.txt,2.6236091698495763,0.0029599999999997332,0.002718162322386988,0.005187581763863776
TDMAT_Campaign0009_02_GP.txt,2.6921339336238046,0.2178733333333331,0.23500538640084462,0.04464165408332432
TDMAT_Campaign0009_02_GP.txt,2.7408895518729746,0.00290000000000011,0.0033098804443560683,0.0037526766826668605
TDMAT_Campaign0009_02_GP.txt,2.838166509681389,0.23494666666666622,0.25237969351059014,0.0557447322365599
