FileName,Average_Growth_Rate_nm_per_cycle,Average_RMSE,Lin_GPC_nm,Lin_GPC_Std_Dev
20250729_TDMAT_Campaign0009_03_Sweep1.txt,0.34602114945653534,0.10936666666666665,0.11680061965449123,0.08574990868815159
20250729_TDMAT_Campaign0009_03_Sweep1.txt,0.5475660545543036,0.10847333333333337,0.11791810267932977,0.08719366428570466
20250729_TDMAT_Campaign0009_03_Sweep1.txt,0.7621089285651457,0.11285333333333333,0.12187560634492042,0.08861369932698579
20250729_TDMAT_Campaign0009_03_Sweep1.txt,0.9309877521614618,0.12950666666666671,0.13972043441547577,0.09318682954776085
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.0365972947330262,0.13655333333333328,0.14909453702714773,0.09253042214232311
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.0864896892876814,0.1440466666666668,0.1553422171207565,0.09050319960278899
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.1295514001452307,0.1450066666666667,0.1570105690594593,0.08630320330011178
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.2137047301736383,0.1498399999999999,0.16232350818353714,0.08177532815127639
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.3500636034891838,0.15180000000000007,0.16322552356692688,0.07640956367741963
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.55647742189702,0.15233999999999975,0.16497519882287376,0.06976235869303217
20250729_TDMAT_Campaign0009_03_Sweep1.txt,1.811832751966069,0.14927999999999977,0.159992341799315,0.06280731786773992
20250729_TDMAT_Campaign0009_03_Sweep1.txt,2.109311321936204,0.1675400000000001,0.18064588250237773,0.060826271468754585
20250729_TDMAT_Campaign0009_03_Sweep1.txt,2.430871144899588,0.17016666666666633,0.18459209282886418,0.05513472404233668
20250729_TDMAT_Campaign0009_03_Sweep1.txt,2.731398547187619,0.1846533333333331,0.19947746687219628,0.04812365138298477
20250729_TDMAT_Campaign0009_03_Sweep1.txt,2.8909198441412354,0.18422666666666648,0.19601362124378807,0.05160290796221111
