,rmse_all_exp,rmse_all_exp_sem,rmse_current_exp,rmse_current_exp_sem,information_gain
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,0.05888470858665788,0.0033376626064863676,0.07451264626717627,0.006736749645109227,
7,0.04190822637528053,0.003293974983263763,0.060352738444760634,0.006911193086072799,
8,0.04164316355588077,0.003313646896491788,0.06026359343838678,0.006939414483447666,
9,0.04163627991600991,0.003351514726513881,0.060436092197927414,0.007000134220550678,
10,0.0413640979105404,0.003259239382984886,0.06037598713137514,0.006836894742675943,
11,0.04155889493275689,0.003297644906968772,0.06036489525257633,0.006918086308232696,
12,0.04323395117555764,0.0033473042799093966,0.06231933905237316,0.0070087475038901215,
13,0.041255625693956646,0.0034788823284727195,0.061051219649936046,0.007247120537040955,
14,0.04098816820639155,0.003474249372999941,0.06061802423637109,0.007230589468595918,
15,0.040963748983433426,0.0035094233870705286,0.06066680479427208,0.007295813154521992,
16,0.0408034733837568,0.00352746623022775,0.06056827819010465,0.007336624736515983,
17,0.04165050898036059,0.0037047423695866118,0.06203395290471011,0.007620163405361654,
18,0.041758875970944534,0.0037225961985121467,0.06231122896719693,0.007652122439913305,
19,0.04191896922894463,0.0037390208183277866,0.06248849194723163,0.007682294843615804,
20,0.04113113594495268,0.003654750670893181,0.06127438234473592,0.007547533907590874,
21,0.03893060240772147,0.0034176924916951915,0.05919105558139374,0.007178794139258668,
22,0.03907390301283369,0.0034291317693582483,0.05926722468679452,0.007198856751482247,
23,0.039246924766437964,0.003451240788314184,0.05941666868821357,0.00723719966516082,
24,0.039436912975364766,0.0034651518966140847,0.05959814908540504,0.007259622862887995,
25,0.03937573179855089,0.0034585014195698304,0.05952092310882449,0.007248465328377588,
26,0.03937145298358849,0.003462888510718727,0.05955787299510827,0.007256310662284559,
27,0.03755502453213398,0.0032516853515354807,0.057263547539195415,0.006897505968262818,
28,0.038438183596533344,0.0032968185313452165,0.05851142884165231,0.007000245413058782,
29,0.03945027849830973,0.0033790251286437067,0.05873766335152803,0.007111791264886171,
30,0.039611699347653906,0.0034163596004568144,0.058831826969039484,0.007173972848652908,
31,0.03963621425126453,0.003432214644791073,0.05890661724421952,0.0072026728326147925,
32,0.04009004276199576,0.00345343264209355,0.05908821308509431,0.007230016054985372,
33,0.040439460298199746,0.003100307250089068,0.05561214028066872,0.006418111725750321,
34,0.040048074917097394,0.003081767333239286,0.05519115906707537,0.006394642497626453,
35,0.040139745042186835,0.003086857766759716,0.05519713090836272,0.006400947722159272,
36,0.04030456468190245,0.003103235029845532,0.05551124159610145,0.006433487722338473,
37,0.037188825902304615,0.00281698285609601,0.052242951430217024,0.0059078770198391336,
38,0.03772887365470315,0.002850932512615402,0.0525498887630122,0.005939425104987461,
39,0.037754779759976896,0.0028515704079390518,0.052555137025754324,0.005935362331704089,
