FileName,Average_Growth_Rate_nm_per_cycle,Average_RMSE, Lin_GPC_nm
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.111332065988593,0.11417333333333393,0.11947111390056674
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.232713691639838,0.11802666666666634,0.12299823124186407
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.4123664746919,0.11666666666666667,0.12209947089554482
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.603629726280811,0.11826666666666673,0.12495674529299965
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.766465457114415,0.1197466666666666,0.12543188665387212
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.864702985104282,0.12044666666666709,0.12662141738585994
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.890657935396535,0.1190733333333327,0.12401319103803145
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.865511758424714,0.11924000000000017,0.12480285046669583
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.826332494906163,0.115973333333334,0.12169398648262254
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.804009779185645,0.11593333333333362,0.12293035031868361
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.818838805681716,0.11926666666666677,0.12381995587615754
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.8522313706593065,0.11695333333333338,0.1230840179506059
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.889530639093107,0.12020000000000171,0.12547515037020054
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.9070524367662856,0.11253333333333254,0.11944003925075711
250812_TDMAT_Campaign0012_05_Sweep3.txt,4.935250163402281,0.11622666666666721,0.12101282845350476
