,rmse_all_exp,rmse_all_exp_sem,rmse_current_exp,rmse_current_exp_sem,information_gain
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,0.04384867893078644,0.0036166830384716233,0.028908933504809727,0.0041002808701180535,
7,0.04211193814774324,0.003521602801177736,0.027176645733543114,0.003917188408631643,3.0480672911330657
8,0.04122543485360242,0.0034835613834769607,0.026645785650542538,0.003810508211522048,2.2944864822716227
9,0.041080994354199284,0.00358718731095657,0.02745711840557086,0.0037866352648884957,113.14059411866106
10,0.04031932370346745,0.0035504768324694544,0.03253806158779188,0.003855059228295086,118.53713531336871
11,0.03560007206284154,0.003091574984856912,0.028526269916342994,0.0034000155180178107,47.14428692580873
12,0.03339326674043092,0.0029088080617500115,0.02652355659024406,0.0032704450586184047,62.036857133084595
13,0.03280291140264668,0.002887648259145915,0.02622035123909284,0.003303690987517672,31.612156626898468
14,0.032864953203897346,0.0028964596552909353,0.026136386192794285,0.003304106060848242,5.70846393023794
15,0.031238207933000275,0.00287845954185848,0.0230596771720417,0.002995691380109115,21.425192891276765
16,0.030803685523597857,0.002831917721781401,0.023179220205555098,0.003007615391790843,2.378286831952437
17,0.03108576741981783,0.002798042818798136,0.02407634533305659,0.003042611728390244,5.917202832325984
18,0.03108995257288886,0.0028031245540142725,0.023437326876005818,0.0029667697449682648,9.029038280191799
19,0.03383506814671025,0.003107166974471854,0.025371469703669932,0.003290648148262123,282.292171597662
20,0.03244515212634757,0.0029424996796133247,0.025335255025276577,0.0032128482204410863,25.24562687012076
21,0.03000901090664739,0.0026746749284814373,0.02361279391635315,0.0030458730602307056,125.36492836709749
22,0.029864248343707784,0.0026531108744613087,0.02370018771049031,0.003064059919378509,3.838148497105067
23,0.029849391123180267,0.002678810969279496,0.024205493797096626,0.003157012955432679,73.02377731946763
24,0.029993920835303233,0.0026972805451514876,0.024307683778454464,0.003191232257409262,0.6424044176546886
25,0.029950077841641182,0.002697422782745012,0.024077851534603366,0.0032114145560098403,3.3326788920219315
26,0.0276703813624515,0.0024549152598525932,0.024301137097423202,0.003166236277193936,3.62435389204029
27,0.02764274054423685,0.002451850526509094,0.024286880697575234,0.003161870188848624,0.611195426823997
28,0.0276100082416144,0.002450735414277653,0.02423387777333124,0.0031565454325018527,1.3629097144794287
29,0.028069772072024924,0.002522669133177287,0.023355412196671716,0.003157093942730612,5.088419146909018
30,0.028229830295823696,0.002543359966306904,0.023421116403467866,0.003192769506204439,1.4852470129931135
31,0.027469313955249864,0.0024922361593369066,0.02177412991999963,0.0029765927120461036,7.193615974313843
32,0.027980581932347988,0.0025290150897801763,0.021495047424540312,0.003000066455271227,9.564747843665828
33,0.028349150197766567,0.0025521890140760947,0.02178752885630108,0.0030294099599976155,1.2421501606377205
