recommendation_id,elapsed_time,new_predicted_output,new_predicted_uncertainty,current_trained_hps,average_rmse,plasma_duration,precursor_dose_time,plasma_purge_time,ALD_purge_time,campaign_id
0t4wb7avbnsp5000xecyn4m03g,1.5086307000019588,0.15181464651457544,0.0004896669620806853,"[0.002603309926468426, 1.4986686619970238, 0.28961403469892555, 1.4999798357325478, 1.4963695149109757, 0.08772815499845617]",0.01804039947811892,9999.999402271062,8479.135427175925,19999.98790199366,10.000423369914751,0t4vqs613hzwx000c4eqn02kwm
0t4wbsa9kdx9s00068fba4py2g,1.529334300023038,0.16290301470157817,0.0004824302665205539,"[0.002570253095474777, 1.4991328088172748, 0.2861095400264456, 1.4996773977205815, 1.4912819142318094, 0.08847567269564839]",0.029080728976515972,9999.996656854984,6101.0277249806495,10.004812794669114,9999.997603527141,0t4vqs613hzwx000c4eqn02kwm
0t4wcabmqsvc7000y7fmmt4xw4,1.612043500004802,0.017996272754475434,0.0004887154507981231,"[0.00283759072975304, 1.4982257145369668, 0.3019928046275229, 1.4999851873194712, 1.4992758612347705, 0.08872854890520285]",0.026711244276924787,9999.999744919065,100.00039638134469,19999.999595933557,10.005186322166933,0t4vqs613hzwx000c4eqn02kwm
0t4wcs1v5xxqq000yqgcqeezj0,1.6902890999917872,0.09538278619317501,0.0004380652610474482,"[0.0027339776891872995, 1.4979282224464003, 0.3010716115312816, 1.4997732246924658, 1.4995076781044978, 0.08738888057512308]",0.02450374470329043,9999.99901322801,1447.9847869687233,19999.999817749496,9999.996847667313,0t4vqs613hzwx000c4eqn02kwm
0t4wdg2rn1sqz000rm3nqkqh8c,1.6876505999825895,0.144388941445274,0.00037606012493948785,"[0.0028192519755770376, 1.4988740538723286, 0.30449431442921476, 1.499195036509728, 1.496278321020708, 0.08852249417708774]",0.03163453794201697,4786.951940925912,3310.2219491144724,10194.883415409566,4882.0443029211865,0t4vqs613hzwx000c4eqn02kwm
0t4wdxz50stq7000xyzwf56p7w,1.6370940000051633,0.17253653623543785,0.0004305682014233778,"[0.0027778452558878917, 1.4987929633459793, 0.3056252030112578, 1.499902733372899, 1.4998738453740827, 0.0862894708103834]",0.025727548006137607,9999.998019735445,6540.263173270264,10.002769183795174,10.000224877410782,0t4vqs613hzwx000c4eqn02kwm
0t4we7c0gxrjf000fr7mvsn01r,1.564377799979411,0.16437730038294832,0.0004164758228666629,"[0.002896768340085544, 1.4992670602505624, 0.3249059061745634, 1.4999015053923161, 1.4988526708338994, 0.083627175211719]",0.015496239243739187,3452.826330312038,9999.999995295011,19999.99767095155,10.003062486888343,0t4vqs613hzwx000c4eqn02kwm
0t4weqc9txsh100026g8qarjym,1.6750291000353172,0.11767988287164789,0.0004533045993476692,"[0.003018190087916737, 1.3216780283815934, 0.3182495376056831, 1.4998926396687287, 1.499578807751162, 0.08411454269996119]",0.036282903757177354,100.00191057503417,2512.812973243061,10.001086776226408,10.00133660491143,0t4vqs613hzwx000c4eqn02kwm
0t4wevakgsrh9000ytd4vjj8z8,1.4617003000457771,0.005360032163358619,0.0004397072942755994,"[0.0030031862593157786, 1.256751046757517, 0.3232537256887251, 1.4998722376023084, 1.4988103213384893, 0.08440089048552024]",0.021710698420846084,5217.6091403696,100.00015493052071,10299.349305465457,5716.300887449433,0t4vqs613hzwx000c4eqn02kwm
0t4wf8t9entfd000wb8nhm6gx8,1.433460299973376,0.16715200334641042,0.00041390624942772247,"[0.003052052028429505, 1.2688264643683356, 0.33130829820244206, 1.499958236808379, 1.4985107363321462, 0.08091941680309633]",0.04489791362559142,4613.744955205799,8918.603984227952,10.013828884435991,3767.7047266954833,0t4vqs613hzwx000c4eqn02kwm
0t4wfkzevxwcf00042005hvw20,1.4797071000211872,0.13015263680110783,0.0005754911275894626,"[0.002872464229210888, 0.9573900706321261, 0.3036345094190746, 1.4997683290667563, 1.4999692459011273, 0.08785762785522117]",0.030035112610228305,4741.007195330082,4935.060645225306,19999.994298967616,10.004429301239743,0t4vqs613hzwx000c4eqn02kwm
0t4wg2gf49yqv0005vvr2pqgec,1.6024267000029795,0.07096919861245525,0.0006174576502741962,"[0.002767170758615274, 0.8345222597608443, 0.2847971550001601, 1.4996682727052504, 1.4996546105705106, 0.0900638640439552]",0.029461730388130585,4777.18247899237,1476.1475240089765,19999.997746838664,10.001731028029061,0t4vqs613hzwx000c4eqn02kwm
0t4wgfpsmhye7000a12nppcg8r,1.7065426000044681,0.15280703048912064,0.0005736049193560256,"[0.0027826495509664408, 0.9074612608847671, 0.29075479641297064, 1.4998163092795682, 1.4997661983526431, 0.09171039847847653]",0.029787093606152528,4244.224027232914,5982.095893872834,10.015343778973424,10.001426991975459,0t4vqs613hzwx000c4eqn02kwm
0t4wgpmrnhswq000smfm7z1c58,1.684118999983184,0.1146613502504264,0.0006339227181386505,"[0.002722048589633295, 0.7940075730718328, 0.29130420186649075, 1.499783002076732, 1.4994787335306756, 0.08982469042387439]",0.02690202433814968,4927.226297793634,1591.2472129709001,10.000667566541335,9999.99946886715,0t4vqs613hzwx000c4eqn02kwm
0t4wh3y6yxtev0000r9ff7gre8,1.7838907999685034,0.12361429249268432,0.0005939413312669668,"[0.0027145641175067743, 0.8083586895317877, 0.29327025369156257, 1.4995348210545743, 1.4995641997304312, 0.08953294516037569]",0.03893273518646882,5037.962169536942,7473.577926879014,19999.99837393044,10.000525388326803,0t4vqs613hzwx000c4eqn02kwm
0t4whkjw3dsns000hbybwg6j1c,1.8705782999750227,0.09818710744517935,0.0007038082608446656,"[0.002942757274872646, 0.7273976704200248, 0.33060027479383813, 1.4998845802198342, 1.4994600439636718, 0.0836084376138831]",0.028843618221917482,4939.078531044492,9999.999620585826,19999.987421069214,9999.99768272858,0t4vqs613hzwx000c4eqn02kwm
0t4wjbzkpdvqs0000twynbxvsc,1.9226350000244565,0.011234858156997082,0.0006355177320328441,"[0.0029812958926894, 0.7913479721409136, 0.33550295230026406, 1.4994794176364037, 1.4999882557571005, 0.0824103708440489]",0.03016849268886252,5107.088882147913,100.00067485551901,10.015071364079597,10.000369657885397,0t4vqs613hzwx000c4eqn02kwm
0t4wjgypbxzgx00034sd0zfybc,1.8605208999942988,0.021492472743121188,0.0005902246718178708,"[0.0030617857874848074, 0.8666543548899233, 0.34144073807151043, 1.4995518969008472, 1.496561726592971, 0.08490486464159655]",0.02875442425604857,5341.6472837201145,100.00098096146755,19999.99178216582,9999.999393963508,0t4vqs613hzwx000c4eqn02kwm
0t4wk5mf8ht6x000g3wd9gnt6w,1.580183100013528,0.12480344463580298,0.00047356996517040954,"[0.0030809814656066956, 0.9146974710115129, 0.34288480845627206, 1.499033197981336, 1.4991821234161926, 0.085584323870116]",0.03953028926851374,4741.214062546082,3066.1109250886443,19999.996772547212,9999.998975088796,0t4vqs613hzwx000c4eqn02kwm
0t4wkv7wrdyaz000qc2qdb49mc,1.8740607000072487,0.11026206441886052,0.0004992768791030668,"[0.003100050906582906, 0.8931243194640495, 0.3528419355140373, 1.4998977351882519, 1.4991529715097502, 0.08381940254670354]",0.03546173406435224,4956.761231250206,9999.999949944764,10.006751850745843,9999.996240517485,0t4vqs613hzwx000c4eqn02kwm
0t4wmbv51xv45000fg364j71rg,1.9151293999748304,0.13415862565717668,0.0004650957606513173,"[0.003028641253945561, 0.8848477986291258, 0.3502287935140865, 1.4996155312470323, 1.4990617310932652, 0.08397566611723391]",0.034145928433216836,5018.327411616708,7264.45462264676,10.00992172537,9999.998922367551,0t4vqs613hzwx000c4eqn02kwm
0t4wmvcnqhvbh000g34hhcfr1g,1.780782200046815,0.14927857681016882,0.00043399326157348583,"[0.0031331572136467957, 0.9327584591649223, 0.36319508163640607, 1.4999774041027636, 1.4998634874358574, 0.08394726800824756]",0.02869962057230144,5219.117127679645,3457.4888090135155,10.002826144394072,10.002187305132088,0t4vqs613hzwx000c4eqn02kwm
0t4wn1qft5r4v00028jhnwe6yw,1.9977210000506602,0.14107424077921213,0.00048225708438351535,"[0.003564194207504562, 0.8082361981961972, 0.3968682097422058, 1.4997155923819376, 1.4961300667724298, 0.07363272859938837]",0.027042987669014317,6172.867130204389,9999.999442722856,7216.731511967683,10.000459553002996,0t4vqs613hzwx000c4eqn02kwm
0t4wndswmstrv000q5k7ftpk5m,1.7707498999661766,0.10169727059777961,0.000595217116528876,"[0.0033666034686049666, 0.6795568796617448, 0.38169513218751294, 1.4996565307848773, 1.4704523558475502, 0.07345809185368721]",0.026751860498270035,5390.197145438937,6647.054955436025,19999.998324656142,9999.997990735395,0t4vqs613hzwx000c4eqn02kwm
0t4wp52bfxstf000m7c28ktq68,2.024402800016105,0.09515225474997394,0.000440409298799011,"[0.0034342035155726786, 0.7067681843303906, 0.39193931851405944, 1.4999756824597315, 1.4996414092370323, 0.07189466522831392]",0.03365393608979491,7762.683782448811,1372.9223027849118,9420.089270394494,4712.946535310423,0t4vqs613hzwx000c4eqn02kwm
0t4wpk065nsrk000m6c3sf2304,5.561302899965085,0.15001242735669137,0.0005362004535959215,"[0.0031642210848221337, 0.638599141338624, 0.3694063446292351, 1.4998215714478749, 1.48852548816448, 0.07634899231380818]",0.020710698426878168,6374.332958719527,4051.017417048655,10.006909362100586,9999.998204902824,0t4vqs613hzwx000c4eqn02kwm
0t4wq1wvthzbq000hqxhd04hfc,5.866682599997148,0.03372982786392286,0.0005382522299683439,"[0.0031508773957562852, 0.6454991050491272, 0.3717823011091831, 1.499987798560478, 1.4934191524027343, 0.07620286400852277]",0.030873026357090112,3388.053156531624,100.00024000053244,10.00183042365719,9999.999873663128,0t4vqs613hzwx000c4eqn02kwm
0t4wqe29w5vt3000d745q65syr,5.216903200023808,0.12100797181546846,0.00040179184000889624,"[0.003173930992213563, 0.6769590622443474, 0.3767164299732827, 1.4998984224923784, 1.470814833999579, 0.07831245409658172]",0.03465266222631668,1973.2374143431423,9999.997755624507,9472.121504281928,5235.151576404853,0t4vqs613hzwx000c4eqn02kwm
0t4wqxhv1sxm9000nsmdzt8fsw,6.579160000022966,0.12261085588835155,0.0004600266786970697,"[0.0032717732682476935, 0.637513427473998, 0.38206836351296125, 1.4999029658017018, 1.4088046165366346, 0.07033537097235489]",0.030089940008930862,7378.784412445479,4578.919945792415,19999.99898064233,5831.791488514624,0t4vqs613hzwx000c4eqn02kwm
0t4x5qa2qxyek000s0p3aztae0,0.9105837999959476,0.11489114250615068,0.0005036334065114919,"[0.0005096042083180914, 1.4680839795104208, 1.482940843723989, 1.4960336395516232, 0.11547663615701653, 0.11766596548309705]",0.016087199028743837,9999.841174372046,9999.370246062237,19999.8159904257,10.001180414354577,0t4x5q9khsssx000604vsbw908
0t4x69vr31v2k000852jykd06m,0.9939333000220358,0.11659709740607133,0.0003089109679584692,"[0.0003152851452328633, 1.49389342516332, 1.498735379537901, 1.498492337227166, 0.12450553996176461, 0.11526145634489718]",0.03252367594512624,9999.675292370637,9999.82360241265,19999.76247674624,4499.207159559091,0t4x5q9khsssx000604vsbw908
0t4x6zxmbnx0h000m1adw5fe3w,0.8913276000530459,0.11883263445251693,0.00026660019185493133,"[0.0002666999965860932, 0.24438322651166544, 1.48958264672954, 0.18752434453266031, 1.4975344897337155, 0.11856468228259368]",0.008882471375581907,9999.869209416574,100.25820622201785,10.529498792138405,19.70842483261101,0t4x5q9khsssx000604vsbw908
0t4x76sx4dsrx0002n25nxj8t0,1.1162688999902457,0.06413159387779836,0.0014988159801891515,"[0.001975161329726329, 1.4996722676051795, 1.4960523838407302, 0.31781762307319966, 1.4992571258902012, 0.08632313040216479]",0.016771779610738276,100.00004852768721,9999.996688116247,10.002424692142036,9999.991819790694,0t4x5q9khsssx000604vsbw908
0t4x7nfh49x71000ymxkv7dd9g,1.1243452999624424,0.12380520063075061,0.0010803333874801096,"[0.001742933263662448, 1.4998412282066416, 1.4912850017512196, 0.3300246729810875, 1.4998793822558345, 0.08849870509395771]",0.008357111815313423,100.01809985889722,100.00017534184508,14417.436872814313,10.000672430409969,0t4x5q9khsssx000604vsbw908
