run_id,ALD_prep_time,ALD_purge_flow_rate,ALD_purge_plasma_flow_rate,ALD_purge_time,Ar_plasma_flow_rate,Ar_process_flow_rate,H2_plasma_flow_rate,LC_preset,N2_plasma_flow_rate,Number_of_ALD_cycles,RF_power_setpoint,Sample_name,TC_preset,ald_valves_delay,plasma_duration,plasma_prep_time,plasma_pressure,plasma_purge_time,precursor_dose_time,precursor_purge_time,process_pressure,Initial_thickness,Temperature,dep_rate_fit,dep_rate_mean,dep_rate_direct,dep_rate_deviation,fit_diff_variation,is_prior,from_recommendation_id,campaign_id
0t4vmnc911t6s0008z992t0swr,2000,5,0,9062,0,50,75,50,0,25,100,250812_TDMAT_Campaign0012_01_RNG,30,10,4045,3000,60,7528,5311,9062,10,77.039,150,0.11384750000000021,0.11417142857142945,0.11692000000000008,0.0027985783562953655,0.5653323997805141,False,0t4vmnc8f9rrs000ffh0bq4b7w,0t4vmnc8dxs5d000b1m8qq27k8
0t4vn5z6hnvad000jfhvb043cm,2000,5,0,7725,0,50,75,50,0,25,100,250812_TDMAT_Campaign0012_01_RNG,30,10,2076,3000,60,17589,7525,7725,10,79.947,150,0.13033964285714297,0.13012857142857218,0.12183999999999968,0.018735277212920464,0.7704678933316941,False,0t4vn5z66xx0q0004e9v8g7trw,0t4vmnc8dxs5d000b1m8qq27k8
0t4vnsh6yhtj3000h82665mvjr,2000,5,0,2171,0,50,75,50,0,25,100,250812_TDMAT_Campaign0012_01_RNG,30,10,1631,3000,60,5626,1607,2171,10,82.978,150,0.0889964285714284,0.0892000000000002,0.09364000000000033,0.01151626179427473,3.0395966180013345,False,0t4vnsh6gxwjx000gcgt31n908,0t4vmnc8dxs5d000b1m8qq27k8
0t4vp1kbjhzzd00002hwg9gd68,2000,5,0,7316,0,50,75,50,0,25,100,250812_TDMAT_Campaign0012_01_RNG,30,10,6592,3000,60,13427,8764,7316,10,85.29,150,0.1570246428571434,0.15824285714285732,0.15555999999999984,0.025007819185370244,4.45170500786269,False,0t4vp1kb7ht5q000vy2wcd9rrr,0t4vmnc8dxs5d000b1m8qq27k8
0t4vpnf7ghy3s0001nmmvmhzvg,2000,5,0,6907,0,50,75,50,0,25,100,250812_TDMAT_Campaign0012_01_RNG,30,10,7481,3000,60,11010,6716,6907,10,89.149,150,0.16465392857142824,0.16570000000000004,0.16879999999999995,0.019680882674748438,2.955133164499164,False,0t4vpnf72ntw70003rwkf0m2ar,0t4vmnc8dxs5d000b1m8qq27k8
